emme_id,time_period,index,from_station,to_station,tt_minutes,dwell
GT02Be,EV,5,Erindale Station,Cooksville Station,4.75,60.0
GT02Be,EV,6,Cooksville Station,Dixie Station,4.0,60.0
GT02Be,EV,7,Dixie Station,Kipling Station,4.25,60.0
GT02Be,EV,8,Kipling Station,Union Station,14.5,0.0
GT02Be,MD,0,Milton Station,Trafalgar Station,5.5,60.0
GT02Be,MD,1,Trafalgar Station,Lisgar Station,3.75,60.0
GT02Be,MD,2,Lisgar Station,Meadowvale Station,3.5,60.0
GT02Be,MD,3,Meadowvale Station,Streetsville Station,4.25,60.0
GT02Be,MD,4,Streetsville Station,Erindale Station,4.5,60.0
GT02Be,MD,5,Erindale Station,Cooksville Station,4.75,60.0
GT02Be,MD,6,Cooksville Station,Dixie Station,4.0,60.0
GT02Be,MD,7,Dixie Station,Kipling Station,4.25,60.0
GT02Be,MD,8,Kipling Station,Union Station,14.5,0.0
GT02Aw,EV,0,Union Station,Kipling Station,13.5,60.0
GT02Aw,EV,1,Kipling Station,Dixie Station,4.0,60.0
GT02Aw,EV,2,Dixie Station,Cooksville Station,4.25,60.0
GT02Aw,EV,3,Cooksville Station,Erindale Station,4.25,60.0
GT02Aw,EV,4,Erindale Station,Streetsville Station,3.95,60.0
GT02Aw,EV,5,Streetsville Station,Meadowvale Station,4.5,60.0
GT02Aw,EV,6,Meadowvale Station,Lisgar Station,3.75,60.0
GT02Aw,EV,7,Lisgar Station,Trafalgar Station,3.75,60.0
GT02Aw,EV,8,Trafalgar Station,Milton Station,5.5,0.0
GT02Aw,MD,0,Union Station,Kipling Station,13.5,60.0
GT02Aw,MD,1,Kipling Station,Dixie Station,4.0,60.0
GT02Aw,MD,2,Dixie Station,Cooksville Station,4.25,60.0
GT02Aw,MD,3,Cooksville Station,Erindale Station,4.25,60.0
GT02Aw,MD,4,Erindale Station,Streetsville Station,3.75,60.0
GT02Aw,MD,5,Streetsville Station,Meadowvale Station,4.5,60.0
GT02Aw,MD,6,Meadowvale Station,Lisgar Station,3.75,60.0
GT02Aw,MD,7,Lisgar Station,Trafalgar Station,3.75,60.0
GT02Aw,MD,8,Trafalgar Station,Milton Station,5.5,0.0
GT02Bw,PM,0,Union Station,Kipling Station,13.5,60.0
GT02Bw,PM,1,Kipling Station,Dixie Station,4.0,60.0
GT02Bw,PM,2,Dixie Station,Cooksville Station,4.25,60.0
GT02Bw,PM,3,Cooksville Station,Erindale Station,4.25,60.0
GT02Bw,PM,4,Erindale Station,Streetsville Station,3.75,60.0
GT02Bw,PM,5,Streetsville Station,Meadowvale Station,4.5,60.0
GT02Bw,PM,6,Meadowvale Station,Lisgar Station,3.75,60.0
GT02Bw,PM,7,Lisgar Station,Trafalgar Station,3.75,60.0
GT02Bw,PM,8,Trafalgar Station,Milton Station,5.5,0.0
GT03Ae,AM,0,Pearson Station,Woodbine Station,5.25,30.0
GT03Ae,AM,1,Woodbine Station,Mt. Dennis Station,6.25,30.0
GT03Ae,AM,2,Mt. Dennis Station,Bloor Station,3.25,30.0
GT03Ae,AM,3,Bloor Station,Union Station,8.0,0.0
GT03Ae,EV,0,Pearson Station,Woodbine Station,5.25,30.0
GT03Ae,EV,1,Woodbine Station,Mt. Dennis Station,6.25,30.0
GT03Ae,EV,2,Mt. Dennis Station,Bloor Station,3.25,30.0
GT03Ae,EV,3,Bloor Station,Union Station,8.0,0.0
GT03Ae,MD,0,Pearson Station,Woodbine Station,5.25,30.0
GT03Ae,MD,1,Woodbine Station,Mt. Dennis Station,6.25,30.0
GT03Ae,MD,2,Mt. Dennis Station,Bloor Station,3.25,30.0
GT03Ae,MD,3,Bloor Station,Union Station,8.0,0.0
GT03Ae,PM,0,Pearson Station,Woodbine Station,5.25,30.0
GT03Ae,PM,1,Woodbine Station,Mt. Dennis Station,6.25,30.0
GT03Ae,PM,2,Mt. Dennis Station,Bloor Station,3.25,30.0
GT03Ae,PM,3,Bloor Station,Union Station,8.0,0.0
GT03Be,AM,0,Pearson Station,Woodbine Station,5.25,30.0
GT03Be,AM,1,Woodbine Station,Weston Station,5.0,30.0
GT03Be,AM,2,Weston Station,St. Clair West Station,3.25,30.0
GT03Be,AM,3,St. Clair West Station,Bloor Station,2.0,30.0
GT03Be,AM,4,Bloor Station,King-Liberty Station,2.5,30.0
GT03Be,AM,5,King-Liberty Station,Union Station,6.0,0.0
GT03Be,EV,0,Pearson Station,Woodbine Station,5.25,30.0
GT03Be,EV,1,Woodbine Station,Weston Station,5.0,30.0
GT03Be,EV,2,Weston Station,St. Clair West Station,3.25,30.0
GT03Be,EV,3,St. Clair West Station,Bloor Station,2.0,30.0
GT03Be,EV,4,Bloor Station,King-Liberty Station,2.5,30.0
GT03Be,EV,5,King-Liberty Station,Union Station,6.0,0.0
GT03Be,MD,0,Pearson Station,Woodbine Station,5.25,30.0
GT03Be,MD,1,Woodbine Station,Weston Station,5.0,30.0
GT03Be,MD,2,Weston Station,St. Clair West Station,3.25,30.0
GT03Be,MD,3,St. Clair West Station,Bloor Station,2.0,30.0
GT03Be,MD,4,Bloor Station,King-Liberty Station,2.5,30.0
GT03Be,MD,5,King-Liberty Station,Union Station,5.958333333,0.0
GT03Be,PM,0,Pearson Station,Woodbine Station,5.25,30.0
GT03Be,PM,1,Woodbine Station,Weston Station,5.0,30.0
GT03Be,PM,2,Weston Station,St. Clair West Station,3.25,30.0
GT03Be,PM,3,St. Clair West Station,Bloor Station,2.0,30.0
GT03Be,PM,4,Bloor Station,King-Liberty Station,2.5,30.0
GT03Be,PM,5,King-Liberty Station,Union Station,6.0,0.0
GT03Ce,AM,0,Mt. Pleasant Station,Brampton Station,4.75,75.0
GT03Ce,AM,1,Brampton Station,Bramalea Station,5.75,75.0
GT03Ce,AM,2,Bramalea Station,Malton Station,5.25,60.0
GT03Ce,AM,3,Malton Station,Woodbine Station,3.5,60.0
GT03Ce,AM,4,Woodbine Station,Weston Station,5.75,60.0
GT03Ce,AM,5,Weston Station,Mt. Dennis Station,2.75,60.0
GT03Ce,AM,6,Mt. Dennis Station,St. Clair West Station,2.5,60.0
GT03Ce,AM,7,St. Clair West Station,Bloor Station,2.75,60.0
GT03Ce,AM,8,Bloor Station,King-Liberty Station,3.0,60.0
GT03Ce,AM,9,King-Liberty Station,Union Station,4.75,0.0
GT03De,AM,0,Mt. Pleasant Station,Brampton Station,4.75,75.0
GT03De,AM,1,Brampton Station,Bramalea Station,5.75,75.0
GT03De,AM,2,Bramalea Station,Malton Station,5.25,60.0
GT03De,AM,3,Malton Station,Woodbine Station,3.5,60.0
GT03De,AM,4,Woodbine Station,Bloor Station,9.25,60.0
GT03De,AM,5,Bloor Station,Union Station,7.5,0.0
GT03De,EV,0,Mt. Pleasant Station,Brampton Station,4.833333333333333,70.0
GT03De,EV,1,Brampton Station,Bramalea Station,5.75,70.0
GT03De,EV,2,Bramalea Station,Malton Station,5.5,60.0
GT03De,EV,3,Malton Station,Woodbine Station,3.5,60.0
GT03De,EV,4,Woodbine Station,Bloor Station,9.583333333333334,60.0
GT03De,EV,5,Bloor Station,Union Station,7.5,0.0
GT03De,MD,0,Mt. Pleasant Station,Brampton Station,4.833333333333333,70.0
GT03De,MD,1,Brampton Station,Bramalea Station,5.75,70.0
GT03De,MD,2,Bramalea Station,Malton Station,5.45833333325,60.0
GT03De,MD,3,Malton Station,Woodbine Station,3.5,60.0
GT03De,MD,4,Woodbine Station,Bloor Station,9.583333333333334,60.0
GT03De,MD,5,Bloor Station,Union Station,7.5,0.0
GT03De,PM,0,Mt. Pleasant Station,Brampton Station,4.75,75.0
GT03De,PM,1,Brampton Station,Bramalea Station,5.75,75.0
GT03De,PM,2,Bramalea Station,Malton Station,5.583333333333333,60.0
GT03De,PM,3,Malton Station,Woodbine Station,3.5,60.0
GT03De,PM,4,Woodbine Station,Bloor Station,9.75,60.0
GT03De,PM,5,Bloor Station,Union Station,7.5,0.0
GT03Ee,AM,0,Mt. Pleasant Station,Brampton Station,5.0,60.0
GT03Ee,AM,1,Brampton Station,Bramalea Station,5.75,60.0
GT03Ee,AM,2,Bramalea Station,Malton Station,5.25,60.0
GT03Ee,AM,3,Malton Station,Woodbine Station,3.5,60.0
GT03Ee,AM,4,Woodbine Station,Weston Station,5.75,60.0
GT03Ee,AM,5,Weston Station,Mt. Dennis Station,2.75,60.0
GT03Ee,AM,6,Mt. Dennis Station,St. Clair West Station,2.5,60.0
GT03Ee,AM,7,St. Clair West Station,Bloor Station,2.75,60.0
GT03Ee,AM,8,Bloor Station,King-Liberty Station,3.0,60.0
GT03Ee,AM,9,King-Liberty Station,Union Station,4.75,0.0
GT03Fe,AM,0,Bramalea Station,Malton Station,5.25,60.0
GT03Fe,AM,1,Malton Station,Woodbine Station,3.5,60.0
GT03Fe,AM,2,Woodbine Station,Weston Station,5.75,60.0
GT03Fe,AM,3,Weston Station,Mt. Dennis Station,2.75,60.0
GT03Fe,AM,4,Mt. Dennis Station,St. Clair West Station,2.5,60.0
GT03Fe,AM,5,St. Clair West Station,Bloor Station,2.75,60.0
GT03Fe,AM,6,Bloor Station,King-Liberty Station,3.0,60.0
GT03Fe,AM,7,King-Liberty Station,Union Station,4.75,0.0
GT03Fe,EV,0,Bramalea Station,Malton Station,5.5,60.0
GT03Fe,EV,1,Malton Station,Woodbine Station,3.5,60.0
GT03Fe,EV,2,Woodbine Station,Weston Station,5.75,60.0
GT03Fe,EV,3,Weston Station,Mt. Dennis Station,2.75,60.0
GT03Fe,EV,4,Mt. Dennis Station,St. Clair West Station,2.5,60.0
GT03Fe,EV,5,St. Clair West Station,Bloor Station,2.75,60.0
GT03Fe,EV,6,Bloor Station,King-Liberty Station,3.0,60.0
GT03Fe,EV,7,King-Liberty Station,Union Station,4.75,0.0
GT03Fe,MD,0,Bramalea Station,Malton Station,5.45833333325,60.0
GT03Fe,MD,1,Malton Station,Woodbine Station,3.5,60.0
GT03Fe,MD,2,Woodbine Station,Weston Station,5.75,60.0
GT03Fe,MD,3,Weston Station,Mt. Dennis Station,2.75,60.0
GT03Fe,MD,4,Mt. Dennis Station,St. Clair West Station,2.5,60.0
GT03Fe,MD,5,St. Clair West Station,Bloor Station,2.75,60.0
GT03Fe,MD,6,Bloor Station,King-Liberty Station,3.0,60.0
GT03Fe,MD,7,King-Liberty Station,Union Station,4.75,0.0
GT03Fe,PM,0,Bramalea Station,Malton Station,5.583333333333333,60.0
GT03Fe,PM,1,Malton Station,Woodbine Station,3.5,60.0
GT03Fe,PM,2,Woodbine Station,Weston Station,5.75,60.0
GT03Fe,PM,3,Weston Station,Mt. Dennis Station,2.75,60.0
GT03Fe,PM,4,Mt. Dennis Station,St. Clair West Station,2.5,60.0
GT03Fe,PM,5,St. Clair West Station,Bloor Station,2.75,60.0
GT03Fe,PM,6,Bloor Station,King-Liberty Station,3.0,60.0
GT03Fe,PM,7,King-Liberty Station,Union Station,4.75,0.0
GT03Ge,AM,0,Kitchener Station,Breslau Station,6.25,60.0
GT03Ge,AM,1,Breslau Station,Guelph Station,13.0,60.0
GT03Ge,AM,2,Guelph Station,Acton Station,14.25,60.0
GT03Ge,AM,3,Acton Station,Georgetown Station,7.5,60.0
GT03Ge,AM,4,Georgetown Station,Mt. Pleasant Station,6.25,60.0
GT03Ge,AM,5,Mt. Pleasant Station,Brampton Station,4.75,75.0
GT03Ge,AM,6,Brampton Station,Bramalea Station,5.75,75.0
GT03Ge,AM,7,Bramalea Station,Malton Station,5.25,60.0
GT03Ge,AM,8,Malton Station,Woodbine Station,3.5,60.0
GT03Ge,AM,9,Woodbine Station,Bloor Station,9.25,60.0
GT03Ge,AM,10,Bloor Station,Union Station,7.5,0.0
GT03Ge,MD,0,Kitchener Station,Breslau Station,6.375,60.0
GT03Ge,MD,1,Breslau Station,Guelph Station,13.0,60.0
GT03Ge,MD,2,Guelph Station,Acton Station,14.25,60.0
GT03Ge,MD,3,Acton Station,Georgetown Station,7.5,60.0
GT03Ge,MD,4,Georgetown Station,Mt. Pleasant Station,6.25,60.0
GT03Ge,MD,5,Mt. Pleasant Station,Brampton Station,4.833333333333333,70.0
GT03Ge,MD,6,Brampton Station,Bramalea Station,5.75,70.0
GT03Ge,MD,7,Bramalea Station,Malton Station,5.45833333325,60.0
GT03Ge,MD,8,Malton Station,Woodbine Station,3.5,60.0
GT03Ge,MD,9,Woodbine Station,Bloor Station,9.583333333333334,60.0
GT03Ge,MD,10,Bloor Station,Union Station,7.5,0.0
GT03He,AM,0,Kitchener Station,Breslau Station,6.75,60.0
GT03He,AM,1,Breslau Station,Guelph Station,13.0,60.0
GT03He,AM,2,Guelph Station,Acton Station,14.25,60.0
GT03He,AM,3,Acton Station,Georgetown Station,7.5,60.0
GT03He,AM,4,Georgetown Station,Mt. Pleasant Station,6.25,60.0
GT03He,AM,5,Mt. Pleasant Station,Brampton Station,5.0,60.0
GT03He,AM,6,Brampton Station,Bramalea Station,5.75,60.0
GT03He,AM,7,Bramalea Station,Malton Station,5.25,60.0
GT03He,AM,8,Malton Station,Woodbine Station,3.5,60.0
GT03He,AM,9,Woodbine Station,Bloor Station,9.25,60.0
GT03He,AM,10,Bloor Station,Union Station,7.5,0.0
GT03He,EV,0,Kitchener Station,Breslau Station,6.375,60.0
GT03He,EV,1,Breslau Station,Guelph Station,13.0,60.0
GT03He,EV,2,Guelph Station,Acton Station,14.25,60.0
GT03He,EV,3,Acton Station,Georgetown Station,7.5,60.0
GT03He,EV,4,Georgetown Station,Mt. Pleasant Station,6.25,60.0
GT03He,EV,5,Mt. Pleasant Station,Brampton Station,4.5,90.0
GT03He,EV,6,Brampton Station,Bramalea Station,5.75,90.0
GT03He,EV,7,Bramalea Station,Malton Station,5.75,60.0
GT03He,EV,8,Malton Station,Woodbine Station,3.5,60.0
GT03He,EV,9,Woodbine Station,Bloor Station,9.75,60.0
GT03He,EV,10,Bloor Station,Union Station,7.5,0.0
GT03He,MD,0,Kitchener Station,Breslau Station,7.0,60.0
GT03He,MD,1,Breslau Station,Guelph Station,13.0,60.0
GT03He,MD,2,Guelph Station,Acton Station,14.25,60.0
GT03He,MD,3,Acton Station,Georgetown Station,7.5,60.0
GT03He,MD,4,Georgetown Station,Mt. Pleasant Station,6.25,60.0
GT03He,MD,5,Mt. Pleasant Station,Brampton Station,5.0,60.0
GT03He,MD,6,Brampton Station,Bramalea Station,5.75,60.0
GT03He,MD,7,Bramalea Station,Malton Station,5.25,60.0
GT03He,MD,8,Malton Station,Woodbine Station,3.5,60.0
GT03He,MD,9,Woodbine Station,Bloor Station,9.25,60.0
GT03He,MD,10,Bloor Station,Union Station,7.5,0.0
GT03He,PM,0,Kitchener Station,Breslau Station,6.875,60.0
GT03He,PM,1,Breslau Station,Guelph Station,13.0,60.0
GT03He,PM,2,Guelph Station,Acton Station,14.25,60.0
GT03He,PM,3,Acton Station,Georgetown Station,7.5,60.0
GT03He,PM,4,Georgetown Station,Mt. Pleasant Station,6.25,60.0
GT03He,PM,5,Mt. Pleasant Station,Brampton Station,4.833333333333333,70.0
GT03He,PM,6,Brampton Station,Bramalea Station,5.75,70.0
GT03He,PM,7,Bramalea Station,Malton Station,5.416666666666667,60.0
GT03He,PM,8,Malton Station,Woodbine Station,3.5,60.0
GT03He,PM,9,Woodbine Station,Bloor Station,9.416666666666666,60.0
GT03He,PM,10,Bloor Station,Union Station,7.5,0.0
GT03Aw,AM,0,Union Station,Bloor Station,6.75,30.0
GT03Aw,AM,1,Bloor Station,Mt. Dennis Station,3.0,30.0
GT03Aw,AM,2,Mt. Dennis Station,Woodbine Station,6.25,30.0
GT03Aw,AM,3,Woodbine Station,Pearson Station,5.375,0.0
GT03Aw,EV,0,Union Station,Bloor Station,6.75,30.0
GT03Aw,EV,1,Bloor Station,Mt. Dennis Station,3.0,30.0
GT03Aw,EV,2,Mt. Dennis Station,Woodbine Station,6.25,30.0
GT03Aw,EV,3,Woodbine Station,Pearson Station,5.375,0.0
GT03Aw,MD,0,Union Station,Bloor Station,6.75,30.0
GT03Aw,MD,1,Bloor Station,Mt. Dennis Station,3.0,30.0
GT03Aw,MD,2,Mt. Dennis Station,Woodbine Station,6.25,30.0
GT03Aw,MD,3,Woodbine Station,Pearson Station,5.375,0.0
GT03Aw,PM,0,Union Station,Bloor Station,6.75,30.0
GT03Aw,PM,1,Bloor Station,Mt. Dennis Station,3.0,30.0
GT03Aw,PM,2,Mt. Dennis Station,Woodbine Station,6.25,30.0
GT03Aw,PM,3,Woodbine Station,Pearson Station,5.375,0.0
GT03Bw,AM,0,Union Station,King-Liberty Station,4.5,30.0
GT03Bw,AM,1,King-Liberty Station,Bloor Station,2.5,30.0
GT03Bw,AM,2,Bloor Station,St. Clair West Station,2.0,30.0
GT03Bw,AM,3,St. Clair West Station,Weston Station,3.25,30.0
GT03Bw,AM,4,Weston Station,Woodbine Station,5.0,30.0
GT03Bw,AM,5,Woodbine Station,Pearson Station,5.375,0.0
GT03Bw,EV,0,Union Station,King-Liberty Station,4.5,30.0
GT03Bw,EV,1,King-Liberty Station,Bloor Station,2.5,30.0
GT03Bw,EV,2,Bloor Station,St. Clair West Station,2.0,30.0
GT03Bw,EV,3,St. Clair West Station,Weston Station,3.25,30.0
GT03Bw,EV,4,Weston Station,Woodbine Station,5.0,30.0
GT03Bw,EV,5,Woodbine Station,Pearson Station,5.375,0.0
GT03Bw,MD,0,Union Station,King-Liberty Station,4.5,30.0
GT03Bw,MD,1,King-Liberty Station,Bloor Station,2.5,30.0
GT03Bw,MD,2,Bloor Station,St. Clair West Station,2.0,30.0
GT03Bw,MD,3,St. Clair West Station,Weston Station,3.25,30.0
GT03Bw,MD,4,Weston Station,Woodbine Station,5.0,30.0
GT03Bw,MD,5,Woodbine Station,Pearson Station,5.375,0.0
GT03Bw,PM,0,Union Station,King-Liberty Station,4.5,30.0
GT03Bw,PM,1,King-Liberty Station,Bloor Station,2.5,30.0
GT03Bw,PM,2,Bloor Station,St. Clair West Station,2.0,30.0
GT03Bw,PM,3,St. Clair West Station,Weston Station,3.25,30.0
GT03Bw,PM,4,Weston Station,Woodbine Station,5.0,30.0
GT03Bw,PM,5,Woodbine Station,Pearson Station,5.375,0.0
GT03Cw,AM,0,Union Station,King-Liberty Station,4.75,60.0
GT03Cw,AM,1,King-Liberty Station,Bloor Station,3.5,60.0
GT03Cw,AM,2,Bloor Station,St. Clair West Station,3.25,60.0
GT03Cw,AM,3,St. Clair West Station,Mt. Dennis Station,2.5,60.0
GT03Cw,AM,4,Mt. Dennis Station,Weston Station,3.0,60.0
GT03Cw,AM,5,Weston Station,Woodbine Station,6.25,60.0
GT03Cw,AM,6,Woodbine Station,Malton Station,3.75,60.0
GT03Cw,AM,7,Malton Station,Bramalea Station,5.25,45.0
GT03Cw,EV,0,Union Station,King-Liberty Station,4.75,60.0
GT03Cw,EV,1,King-Liberty Station,Bloor Station,3.5,60.0
GT03Cw,EV,2,Bloor Station,St. Clair West Station,3.25,60.0
GT03Cw,EV,3,St. Clair West Station,Mt. Dennis Station,2.5,60.0
GT03Cw,EV,4,Mt. Dennis Station,Weston Station,3.0,60.0
GT03Cw,EV,5,Weston Station,Woodbine Station,6.25,60.0
GT03Cw,EV,6,Woodbine Station,Malton Station,3.75,60.0
GT03Cw,EV,7,Malton Station,Bramalea Station,5.25,52.5
GT03Cw,MD,0,Union Station,King-Liberty Station,4.75,60.0
GT03Cw,MD,1,King-Liberty Station,Bloor Station,3.5,60.0
GT03Cw,MD,2,Bloor Station,St. Clair West Station,3.25,60.0
GT03Cw,MD,3,St. Clair West Station,Mt. Dennis Station,2.5,60.0
GT03Cw,MD,4,Mt. Dennis Station,Weston Station,3.0,60.0
GT03Cw,MD,5,Weston Station,Woodbine Station,6.25,60.0
GT03Cw,MD,6,Woodbine Station,Malton Station,3.75,60.0
GT03Cw,MD,7,Malton Station,Bramalea Station,5.3,52.5
GT03Dw,AM,0,Union Station,Bloor Station,7.0,60.0
GT03Dw,AM,1,Bloor Station,Woodbine Station,11.0,60.0
GT03Dw,AM,2,Woodbine Station,Malton Station,3.75,60.0
GT03Dw,AM,3,Malton Station,Bramalea Station,5.25,45.0
GT03Dw,AM,4,Bramalea Station,Brampton Station,5.5,90.0
GT03Dw,AM,5,Brampton Station,Mt. Pleasant Station,5.25,0.0
GT03Dw,MD,0,Union Station,Bloor Station,6.75,60.0
GT03Dw,MD,1,Bloor Station,Woodbine Station,10.916666666666666,60.0
GT03Dw,MD,2,Woodbine Station,Malton Station,3.75,60.0
GT03Dw,MD,3,Malton Station,Bramalea Station,5.3,52.5
GT03Dw,MD,4,Bramalea Station,Brampton Station,5.5,70.0
GT03Dw,MD,5,Brampton Station,Mt. Pleasant Station,5.0,40.0
GT03Dw,PM,0,Union Station,Bloor Station,6.75,60.0
GT03Dw,PM,1,Bloor Station,Woodbine Station,10.25,60.0
GT03Dw,PM,2,Woodbine Station,Malton Station,3.75,60.0
GT03Dw,PM,3,Malton Station,Bramalea Station,5.25,75.0
GT03Dw,PM,4,Bramalea Station,Brampton Station,5.5,75.0
GT03Dw,PM,5,Brampton Station,Mt. Pleasant Station,5.125,30.0
GT03Ew,AM,0,Union Station,Bloor Station,7.0,60.0
GT03Ew,AM,1,Bloor Station,Woodbine Station,11.0,60.0
GT03Ew,AM,2,Woodbine Station,Malton Station,3.75,60.0
GT03Ew,AM,3,Malton Station,Bramalea Station,5.25,75.0
GT03Ew,AM,4,Bramalea Station,Brampton Station,5.5,75.0
GT03Ew,AM,5,Brampton Station,Mt. Pleasant Station,5.0,30.0
GT03Ew,EV,0,Union Station,Bloor Station,6.75,60.0
GT03Ew,EV,1,Bloor Station,Woodbine Station,10.783333333333333,60.0
GT03Ew,EV,2,Woodbine Station,Malton Station,3.75,60.0
GT03Ew,EV,3,Malton Station,Bramalea Station,5.25,52.5
GT03Ew,EV,4,Bramalea Station,Brampton Station,5.5,70.0
GT03Ew,EV,5,Brampton Station,Mt. Pleasant Station,5.0,40.0
GT03Ew,PM,0,Union Station,Bloor Station,7.0,60.0
GT03Ew,PM,1,Bloor Station,Woodbine Station,10.0,60.0
GT03Ew,PM,2,Woodbine Station,Malton Station,3.75,60.0
GT03Ew,PM,3,Malton Station,Bramalea Station,5.25,60.0
GT03Ew,PM,4,Bramalea Station,Brampton Station,5.5,60.0
GT03Ew,PM,5,Brampton Station,Mt. Pleasant Station,5.0,60.0
GT03Fw,MD,0,Union Station,Bloor Station,6.75,60.0
GT03Fw,MD,1,Bloor Station,Woodbine Station,10.916666666666666,60.0
GT03Fw,MD,2,Woodbine Station,Malton Station,3.75,60.0
GT03Fw,MD,3,Malton Station,Bramalea Station,5.3,52.5
GT03Fw,MD,4,Bramalea Station,Brampton Station,5.5,70.0
GT03Fw,MD,5,Brampton Station,Mt. Pleasant Station,5.0,40.0
GT03Fw,MD,6,Mt. Pleasant Station,Georgetown Station,7.0,60.0
GT03Fw,MD,7,Georgetown Station,Guelph Station,22.25,60.0
GT03Fw,MD,8,Guelph Station,Breslau Station,10.5,60.0
GT03Fw,MD,9,Breslau Station,Kitchener Station,7.0,0.0
GT03Fw,PM,0,Union Station,Bloor Station,6.75,60.0
GT03Fw,PM,1,Bloor Station,Woodbine Station,10.25,60.0
GT03Fw,PM,2,Woodbine Station,Malton Station,3.75,60.0
GT03Fw,PM,3,Malton Station,Bramalea Station,5.25,75.0
GT03Fw,PM,4,Bramalea Station,Brampton Station,5.5,75.0
GT03Fw,PM,5,Brampton Station,Mt. Pleasant Station,5.125,30.0
GT03Fw,PM,6,Mt. Pleasant Station,Georgetown Station,7.0,60.0
GT03Fw,PM,7,Georgetown Station,Guelph Station,22.25,60.0
GT03Fw,PM,8,Guelph Station,Breslau Station,10.5,60.0
GT03Fw,PM,9,Breslau Station,Kitchener Station,6.75,15.0
GT03Gw,AM,0,Union Station,Bloor Station,7.0,60.0
GT03Gw,AM,1,Bloor Station,Woodbine Station,11.0,60.0
GT03Gw,AM,2,Woodbine Station,Malton Station,3.75,60.0
GT03Gw,AM,3,Malton Station,Bramalea Station,5.25,75.0
GT03Gw,AM,4,Bramalea Station,Brampton Station,5.5,75.0
GT03Gw,AM,5,Brampton Station,Mt. Pleasant Station,5.0,30.0
GT03Gw,AM,6,Mt. Pleasant Station,Georgetown Station,7.0,60.0
GT03Gw,AM,7,Georgetown Station,Guelph Station,22.25,60.0
GT03Gw,AM,8,Guelph Station,Breslau Station,10.5,60.0
GT03Gw,AM,9,Breslau Station,Kitchener Station,7.25,0.0
GT03Gw,EV,0,Union Station,Bloor Station,6.75,60.0
GT03Gw,EV,1,Bloor Station,Woodbine Station,10.783333333333333,60.0
GT03Gw,EV,2,Woodbine Station,Malton Station,3.75,60.0
GT03Gw,EV,3,Malton Station,Bramalea Station,5.25,52.5
GT03Gw,EV,4,Bramalea Station,Brampton Station,5.5,70.0
GT03Gw,EV,5,Brampton Station,Mt. Pleasant Station,5.0,40.0
GT03Gw,EV,6,Mt. Pleasant Station,Georgetown Station,7.0,60.0
GT03Gw,EV,7,Georgetown Station,Guelph Station,22.25,60.0
GT03Gw,EV,8,Guelph Station,Breslau Station,10.5,60.0
GT03Gw,EV,9,Breslau Station,Kitchener Station,7.0,0.0
GT03Gw,PM,0,Union Station,Bloor Station,7.0,60.0
GT03Gw,PM,1,Bloor Station,Woodbine Station,10.0,60.0
GT03Gw,PM,2,Woodbine Station,Malton Station,3.75,60.0
GT03Gw,PM,3,Malton Station,Bramalea Station,5.25,60.0
GT03Gw,PM,4,Bramalea Station,Brampton Station,5.5,60.0
GT03Gw,PM,5,Brampton Station,Mt. Pleasant Station,5.0,60.0
GT03Gw,PM,6,Mt. Pleasant Station,Georgetown Station,7.0,60.0
GT03Gw,PM,7,Georgetown Station,Guelph Station,22.25,60.0
GT03Gw,PM,8,Guelph Station,Breslau Station,10.5,60.0
GT03Gw,PM,9,Breslau Station,Kitchener Station,6.75,0.0
GT05As,AM,0,East Gwillimbury Station,Newmarket Station,2.25,60.0
GT05As,AM,1,Newmarket Station,Aurora Station,6.0,80.0
GT05As,AM,2,Aurora Station,King City Station,9.25,60.0
GT05As,AM,3,King City Station,Maple Station,6.0,90.0
GT05As,AM,4,Maple Station,Downsview Park Station,8.5,60.0
GT05As,AM,5,Downsview Park Station,Bloor-Lansdowne Station,9.25,60.0
GT05As,AM,6,Bloor-Lansdowne Station,Spadina Station,4.25,60.0
GT05As,AM,7,Spadina Station,Union Station,4.055555555666667,0.0
GT05As,EV,0,East Gwillimbury Station,Newmarket Station,2.25,60.0
GT05As,EV,1,Newmarket Station,Aurora Station,6.0,80.0
GT05As,EV,2,Aurora Station,King City Station,9.25,60.0
GT05As,EV,3,King City Station,Maple Station,6.0,90.0
GT05As,EV,4,Maple Station,Downsview Park Station,8.5,60.0
GT05As,EV,5,Downsview Park Station,Bloor-Lansdowne Station,9.25,60.0
GT05As,EV,6,Bloor-Lansdowne Station,Spadina Station,4.25,60.0
GT05As,EV,7,Spadina Station,Union Station,4.020833333333333,0.0
GT05As,MD,0,East Gwillimbury Station,Newmarket Station,2.25,60.0
GT05As,MD,1,Newmarket Station,Aurora Station,6.0,80.0
GT05As,MD,2,Aurora Station,King City Station,9.25,60.0
GT05As,MD,3,King City Station,Maple Station,6.0,90.0
GT05As,MD,4,Maple Station,Downsview Park Station,8.5,60.0
GT05As,MD,5,Downsview Park Station,Bloor-Lansdowne Station,9.25,60.0
GT05As,MD,6,Bloor-Lansdowne Station,Spadina Station,4.25,60.0
GT05As,MD,7,Spadina Station,Union Station,4.013888889,0.0
GT05As,PM,0,East Gwillimbury Station,Newmarket Station,2.25,60.0
GT05As,PM,1,Newmarket Station,Aurora Station,6.0,80.0
GT05As,PM,2,Aurora Station,King City Station,9.25,60.0
GT05As,PM,3,King City Station,Maple Station,6.0,90.0
